A;0.0000;0.0000
B;70.4079;0.0000
C;65.8877;43.6403
D;15.7072;14.1794
E;86.1151;14.1794
F;81.5950;57.8197
G;37.6959;14.1794
H;108.1037;14.1794
I;103.5836;57.8197
J;53.4031;0.0000
K;123.8110;0.0000
L;123.8110;23.2928
M;119.2908;43.6403
N;37.6959;-14.1794
O;103.5836;29.4609
P;15.7072;-14.1794
Q;81.5950;29.4609
R;26.7015;5.0099
S;97.1094;5.0099
T;92.5893;48.6502
U;8.1749;-24.6848
V;15.7072;-24.6848
W;-3.2790;-14.1794
X;67.1289;-14.1794
Y;23.0356;-4.4932
Z;93.4435;-4.4932
A1;30.5679;-4.4932
B1;100.9758;-4.4932
C1;26.8098;-35.0547
D1;34.3421;-35.0547
