A;269.5896;22.4178
B;199.1817;-0.8750
C;269.5896;-0.8750
D;249.3622;56.9447
E;253.8823;13.3044
F;199.1817;85.6131
G;265.0694;42.7653
H;161.4858;71.4337
I;227.3736;28.5859
J;161.4858;-15.0544
K;183.4745;71.4337
L;249.3622;28.5859
M;183.4745;-15.0544
N;216.1865;-0.8750
O;161.4858;99.7924
P;211.6663;42.7653
Q;145.7786;85.6131
R;216.1865;85.6131
S;145.7786;-0.8750
T;227.3736;56.9447
U;183.4745;99.7924
V;183.4745;13.3044
W;161.4858;13.3044
X;231.8937;99.7924
Y;231.8937;13.3044
Z;239.2221;-5.3682
A1;239.2221;81.1198
B1;176.3465;81.1198
C1;168.8142;81.1198
D1;212.9075;-15.0544
E1;168.8142;-5.3682
F1;176.3465;-5.3682
G1;172.5884;-35.9297
H1;180.1207;-35.9297
I1;180.1207;50.5584
J1;246.7544;81.1198
K1;172.5884;50.5584
L1;246.7544;-5.3682
M1;242.8880;4.1349
N1;153.9535;60.9282
O1;238.3679;47.7752
P1;172.4801;90.6230
Q1;242.8880;90.6230
R1;172.4801;4.1349
S1;142.4996;71.4337
T1;142.4996;-15.0544
U1;212.9075;71.4337
V1;153.9535;-25.5598
W1;161.4858;60.9282
X1;161.4858;-25.5598
Y1;123.8110;22.4178
Z1;53.4031;-0.8750
A2;123.8110;-0.8750
B2;103.5836;56.9447
C2;108.1037;13.3044
D2;53.4031;85.6131
E2;119.2908;42.7653
F2;15.7072;71.4337
G2;81.5950;28.5859
H2;15.7072;-15.0544
I2;37.6959;71.4337
J2;103.5836;28.5859
K2;37.6959;-15.0544
L2;70.4079;-0.8750
M2;15.7072;99.7924
N2;65.8877;42.7653
O2;0.0000;85.6131
P2;70.4079;85.6131
Q2;0.0000;-0.8750
R2;81.5950;56.9447
S2;37.6959;99.7924
T2;37.6959;13.3044
U2;15.7072;13.3044
V2;86.1151;99.7924
W2;86.1151;13.3044
X2;93.4435;-5.3682
Y2;93.4435;81.1198
Z2;30.5679;81.1198
A3;23.0356;81.1198
B3;67.1289;-15.0544
C3;23.0356;-5.3682
D3;30.5679;-5.3682
E3;26.8098;-35.9297
F3;34.3421;-35.9297
G3;34.3421;50.5584
H3;100.9758;81.1198
I3;26.8098;50.5584
J3;100.9758;-5.3682
K3;97.1094;4.1349
L3;8.1749;60.9282
M3;92.5893;47.7752
N3;26.7015;90.6230
O3;97.1094;90.6230
P3;26.7015;4.1349
Q3;-3.2790;71.4337
R3;-3.2790;-15.0544
S3;67.1289;71.4337
T3;8.1749;-25.5598
U3;15.7072;60.9282
V3;15.7072;-25.5598
