A;15.7072;-188.7402
B;15.7072;-102.2522
C;8.1749;-188.7402
D;67.1289;-91.7467
E;-3.2790;-178.2348
F;-3.2790;-91.7467
G;26.7015;-159.0455
H;97.1094;-72.5574
I;26.7015;-72.5574
J;92.5893;-115.4052
K;8.1749;-102.2522
L;97.1094;-159.0455
M;100.9758;-168.5486
N;26.8098;-112.6220
O;100.9758;-82.0606
P;34.3421;-112.6220
Q;34.3421;-199.1101
R;26.8098;-199.1101
S;30.5679;-168.5486
T;23.0356;-168.5486
U;67.1289;-178.2348
V;23.0356;-82.0606
W;30.5679;-82.0606
X;93.4435;-82.0606
Y;93.4435;-168.5486
Z;86.1151;-149.8760
A1;86.1151;-63.3880
B1;15.7072;-149.8760
C1;37.6959;-149.8760
D1;37.6959;-63.3880
E1;81.5950;-106.2357
F1;0.0000;-164.0554
G1;70.4079;-77.5673
H1;0.0000;-77.5673
I1;65.8877;-120.4151
J1;15.7072;-63.3880
K1;70.4079;-164.0554
L1;37.6959;-178.2348
M1;103.5836;-134.5945
N1;37.6959;-91.7467
O1;15.7072;-178.2348
P1;81.5950;-134.5945
Q1;15.7072;-91.7467
R1;119.2908;-120.4151
S1;53.4031;-77.5673
T1;108.1037;-149.8760
U1;103.5836;-106.2357
V1;123.8110;-164.0554
W1;53.4031;-164.0554
X1;123.8110;-140.7626
Y1;161.4858;-188.7402
Z1;161.4858;-102.2522
A2;153.9535;-188.7402
B2;212.9075;-91.7467
C2;142.4996;-178.2348
D2;142.4996;-91.7467
E2;172.4801;-159.0455
F2;242.8880;-72.5574
G2;172.4801;-72.5574
H2;238.3679;-115.4052
I2;153.9535;-102.2522
J2;242.8880;-159.0455
K2;246.7544;-168.5486
L2;172.5884;-112.6220
M2;246.7544;-82.0606
N2;180.1207;-112.6220
O2;180.1207;-199.1101
P2;172.5884;-199.1101
Q2;176.3465;-168.5486
R2;168.8142;-168.5486
S2;212.9075;-178.2348
T2;168.8142;-82.0606
U2;176.3465;-82.0606
V2;239.2221;-82.0606
W2;239.2221;-168.5486
X2;231.8937;-149.8760
Y2;231.8937;-63.3880
Z2;161.4858;-149.8760
A3;183.4745;-149.8760
B3;183.4745;-63.3880
C3;227.3736;-106.2357
D3;145.7786;-164.0554
E3;216.1865;-77.5673
F3;145.7786;-77.5673
G3;211.6663;-120.4151
H3;161.4858;-63.3880
I3;216.1865;-164.0554
J3;183.4745;-178.2348
K3;249.3622;-134.5945
L3;183.4745;-91.7467
M3;161.4858;-178.2348
N3;227.3736;-134.5945
O3;161.4858;-91.7467
P3;265.0694;-120.4151
Q3;199.1817;-77.5673
R3;253.8823;-149.8760
S3;249.3622;-106.2357
T3;269.5896;-164.0554
U3;199.1817;-164.0554
V3;269.5896;-140.7626
W3;15.7072;-25.5598
X3;15.7072;60.9282
Y3;8.1749;-25.5598
Z3;67.1289;71.4337
A4;-3.2790;-15.0544
B4;-3.2790;71.4337
C4;26.7015;4.1349
D4;97.1094;90.6230
E4;26.7015;90.6230
F4;92.5893;47.7752
G4;8.1749;60.9282
H4;97.1094;4.1349
I4;100.9758;-5.3682
J4;26.8098;50.5584
K4;100.9758;81.1198
L4;34.3421;50.5584
M4;34.3421;-35.9297
N4;26.8098;-35.9297
O4;30.5679;-5.3682
P4;23.0356;-5.3682
Q4;67.1289;-15.0544
R4;23.0356;81.1198
S4;30.5679;81.1198
T4;93.4435;81.1198
U4;93.4435;-5.3682
V4;86.1151;13.3044
W4;86.1151;99.7924
X4;15.7072;13.3044
Y4;37.6959;13.3044
Z4;37.6959;99.7924
A3;81.5950;56.9447
B3;0.0000;-0.8750
C3;70.4079;85.6131
D3;0.0000;85.6131
E3;65.8877;42.7653
F3;15.7072;99.7924
G3;70.4079;-0.8750
H3;37.6959;-15.0544
I3;103.5836;28.5859
J3;37.6959;71.4337
K3;15.7072;-15.0544
L3;81.5950;28.5859
M3;15.7072;71.4337
N3;119.2908;42.7653
O3;53.4031;85.6131
P3;108.1037;13.3044
Q3;103.5836;56.9447
R3;123.8110;-0.8750
S3;53.4031;-0.8750
T3;123.8110;22.4178
U3;161.4858;-25.5598
V3;161.4858;60.9282
W3;153.9535;-25.5598
X3;212.9075;71.4337
Y3;142.4996;-15.0544
Z3;142.4996;71.4337
A5;172.4801;4.1349
B5;242.8880;90.6230
C5;172.4801;90.6230
D5;238.3679;47.7752
E5;153.9535;60.9282
F5;242.8880;4.1349
G5;246.7544;-5.3682
H5;172.5884;50.5584
I5;246.7544;81.1198
J5;180.1207;50.5584
K5;180.1207;-35.9297
L5;172.5884;-35.9297
M5;176.3465;-5.3682
N5;168.8142;-5.3682
O5;212.9075;-15.0544
P5;168.8142;81.1198
Q5;176.3465;81.1198
R5;239.2221;81.1198
S5;239.2221;-5.3682
T5;231.8937;13.3044
U5;231.8937;99.7924
V5;161.4858;13.3044
W5;183.4745;13.3044
X5;183.4745;99.7924
Y5;227.3736;56.9447
Z5;145.7786;-0.8750
A6;216.1865;85.6131
B6;145.7786;85.6131
C6;211.6663;42.7653
D6;161.4858;99.7924
E6;216.1865;-0.8750
F6;183.4745;-15.0544
G6;249.3622;28.5859
H6;183.4745;71.4337
I6;161.4858;-15.0544
J6;227.3736;28.5859
K6;161.4858;71.4337
L6;265.0694;42.7653
M6;199.1817;85.6131
N6;253.8823;13.3044
O6;249.3622;56.9447
P6;269.5896;-0.8750
Q6;199.1817;-0.8750
R6;269.5896;22.4178
