A;0.0000;86.4881
B;0.0000;0.0000
C;70.4079;86.4881
D;70.4079;0.0000
E;65.8877;43.6403
F;15.7072;100.6674
G;15.7072;14.1794
H;86.1151;100.6674
I;86.1151;14.1794
J;81.5950;57.8197
K;37.6959;100.6674
L;37.6959;14.1794
M;108.1037;14.1794
N;103.5836;57.8197
O;53.4031;86.4881
P;53.4031;0.0000
Q;123.8110;23.2928
R;123.8110;0.0000
S;119.2908;43.6403
T;37.6959;72.3087
U;37.6959;-14.1794
V;103.5836;29.4609
W;15.7072;72.3087
X;15.7072;-14.1794
Y;81.5950;29.4609
Z;26.7015;91.4980
A1;26.7015;5.0099
B1;97.1094;91.4980
C1;97.1094;5.0099
D1;92.5893;48.6502
E1;8.1749;61.8032
F1;8.1749;-24.6848
G1;15.7072;61.8032
H1;15.7072;-24.6848
I1;-3.2790;72.3087
J1;-3.2790;-14.1794
K1;67.1289;72.3087
L1;67.1289;-14.1794
M1;23.0356;81.9948
N1;23.0356;-4.4932
O1;93.4435;81.9948
P1;93.4435;-4.4932
Q1;30.5679;81.9948
R1;30.5679;-4.4932
S1;100.9758;81.9948
T1;100.9758;-4.4932
U1;26.8098;51.4334
V1;26.8098;-35.0547
W1;34.3421;51.4334
X1;34.3421;-35.0547
